age,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,job_n,marital_n,education_n,default_n,housing_n,loan_n,poutcome_n
43,-0.1,93.2,-42.0,4.076,2,0,6,0,1,0,0
33,-1.8,92.893,-46.2,1.281,3,0,3,1,0,1,0
30,1.4,94.465,-41.8,4.959,2,2,1,0,1,0,0
30,1.4,93.918,-42.7,4.963,3,1,3,0,1,0,0
42,-0.1,93.2,-42.0,4.191,4,0,4,0,1,0,0
35,1.4,93.918,-42.7,4.961,0,0,0,0,0,1,0
37,-0.1,93.2,-42.0,4.153,2,0,6,0,0,0,0
48,1.4,93.918,-42.7,4.961,7,0,6,0,1,1,0
37,-1.8,92.893,-46.2,1.244,6,2,6,0,0,0,0
62,-1.1,94.767,-50.8,1.031,5,0,6,0,0,0,2
53,-0.1,93.2,-42.0,4.021,8,0,6,0,1,0,0
38,1.1,93.994,-36.4,4.857,2,0,1,1,1,0,0
30,1.4,93.918,-42.7,4.961,2,1,6,0,0,1,0
25,1.4,93.918,-42.7,4.958,1,1,2,1,0,0,0
54,1.4,93.444,-36.1,4.963,3,0,0,0,1,0,0
29,-0.1,93.2,-42.0,4.12,1,1,1,0,1,0,1
31,1.4,93.918,-42.7,4.957,4,0,6,0,1,0,0
33,1.4,94.465,-41.8,4.962,8,0,6,0,0,0,0
31,1.4,94.465,-41.8,4.864,2,1,6,0,1,0,0
38,-1.8,92.893,-46.2,1.327,4,1,4,0,1,0,1
28,1.1,93.994,-36.4,4.856,4,1,4,0,1,0,0
31,1.4,93.444,-36.1,4.964,10,1,6,0,1,1,0
45,1.1,93.994,-36.4,4.858,3,0,3,1,0,0,0
36,1.4,93.444,-36.1,4.964,2,0,6,1,1,1,0
54,-0.1,93.2,-42.0,4.021,2,0,1,0,1,0,0
44,1.4,93.444,-36.1,4.966,3,0,4,0,0,0,0
43,1.1,93.994,-36.4,4.856,3,0,0,1,1,1,0
55,1.1,93.994,-36.4,4.86,3,0,3,0,0,0,0
34,-1.7,94.215,-40.3,0.899,2,2,6,0,1,0,1
27,-1.8,93.075,-47.1,1.445,2,1,6,0,1,1,1
31,-1.7,94.055,-39.8,0.767,4,1,6,0,1,0,0
31,-1.8,92.893,-46.2,1.281,2,1,1,0,1,1,0
30,-1.8,93.369,-34.8,0.639,4,3,6,0,0,0,2
28,-1.8,92.893,-46.2,1.313,3,0,3,0,0,1,0
57,-0.1,93.2,-42.0,4.021,2,2,6,1,1,1,0
33,-1.8,92.893,-46.2,1.266,3,2,3,0,0,1,1
53,-1.8,93.369,-34.8,0.655,4,0,1,0,1,0,0
54,-0.1,93.2,-42.0,4.191,1,0,1,0,1,0,0
44,1.1,93.994,-36.4,4.858,9,0,2,0,0,0,0
25,-1.8,93.749,-34.6,0.645,2,1,6,0,0,1,0
34,-1.8,93.075,-47.1,1.405,3,0,3,0,0,0,1
29,1.4,93.444,-36.1,4.968,2,0,6,0,0,0,0
31,1.4,93.444,-36.1,4.963,2,1,6,0,1,0,0
38,-3.0,92.713,-33.0,0.717,7,1,1,0,1,0,2
42,-1.8,93.075,-47.1,1.41,1,0,1,1,1,1,1
42,-1.8,92.893,-46.2,1.354,1,0,1,0,0,0,0
34,-1.8,92.893,-46.2,1.313,2,1,6,0,0,1,0
54,1.4,93.918,-42.7,4.962,6,0,6,0,1,0,0
34,1.4,93.918,-42.7,4.963,3,1,3,1,1,0,0
41,1.4,94.465,-41.8,4.864,3,0,0,1,0,0,0
47,-1.8,93.369,-34.8,0.646,8,2,6,0,0,0,0
30,1.4,93.918,-42.7,4.958,2,1,6,0,0,0,0
25,1.4,94.465,-41.8,4.866,1,1,4,0,1,0,0
29,1.4,93.918,-42.7,4.963,2,0,6,1,0,1,0
41,-1.8,92.893,-46.2,1.244,6,0,1,0,0,0,1
44,1.4,93.918,-42.7,4.961,4,0,1,0,1,0,0
30,-1.8,92.893,-46.2,1.334,2,2,1,0,1,0,1
55,1.4,93.918,-42.7,4.955,3,0,0,0,1,0,0
48,1.1,93.994,-36.4,4.86,2,2,1,0,1,0,0
31,1.4,93.918,-42.7,4.961,2,1,6,0,0,0,0
48,-0.1,93.2,-42.0,4.12,2,1,0,1,0,0,0
42,1.4,94.465,-41.8,4.961,3,1,2,0,2,2,0
19,-1.8,93.876,-40.0,0.677,11,1,0,0,1,0,1
33,1.4,93.444,-36.1,4.964,2,0,6,0,0,0,0
47,-1.8,92.893,-46.2,1.344,1,0,1,1,1,0,1
31,-0.1,93.2,-42.0,4.076,2,1,6,0,1,1,0
37,1.1,93.994,-36.4,4.857,3,0,4,1,1,0,0
52,1.4,93.918,-42.7,4.961,3,2,5,0,0,0,0
29,1.4,93.444,-36.1,4.963,4,1,6,0,1,0,0
56,-1.8,92.893,-46.2,1.27,4,0,0,0,0,0,2
35,1.4,94.465,-41.8,4.864,3,0,3,1,0,0,0
33,-0.1,93.2,-42.0,4.076,6,0,6,0,0,0,0
33,-1.8,92.893,-46.2,1.244,4,1,4,0,1,1,0
37,1.4,93.444,-36.1,4.965,3,1,4,0,0,0,0
28,1.4,93.918,-42.7,4.962,3,1,3,0,0,0,0
53,1.1,93.994,-36.4,4.858,4,0,4,1,1,1,0
49,1.4,94.465,-41.8,4.958,3,0,0,1,0,0,0
39,-2.9,92.963,-40.8,1.26,6,0,6,0,1,0,0
41,-1.1,94.767,-50.8,1.039,3,0,3,0,1,0,1
26,1.1,93.994,-36.4,4.858,2,0,3,0,1,0,0
44,1.4,94.465,-41.8,4.865,3,2,5,0,0,1,0
47,1.4,93.444,-36.1,4.965,4,0,4,0,1,0,0
59,1.4,93.918,-42.7,4.963,1,0,1,1,1,0,0
41,1.4,93.918,-42.7,4.96,3,0,5,1,1,0,0
39,-1.8,92.893,-46.2,1.313,3,0,2,0,0,0,0
40,-1.8,93.075,-47.1,1.365,2,0,1,0,1,0,0
36,1.4,93.444,-36.1,4.964,6,0,6,1,0,0,0
37,1.4,94.465,-41.8,4.96,6,0,6,0,0,0,0
30,1.4,94.465,-41.8,4.865,2,0,6,0,0,0,0
18,-3.4,92.379,-29.8,0.803,11,1,5,0,1,0,0
30,1.4,93.444,-36.1,4.965,4,0,1,0,1,0,0
27,-1.8,93.369,-34.8,0.637,2,1,6,0,0,0,0
35,-1.8,92.893,-46.2,1.313,2,0,1,0,1,0,0
34,-1.8,92.893,-46.2,1.313,2,1,1,0,1,0,1
33,1.1,93.994,-36.4,4.86,6,0,1,1,1,0,0
55,1.4,93.444,-36.1,4.963,3,0,3,1,2,2,0
26,1.4,94.465,-41.8,4.865,2,0,1,1,0,0,0
34,1.4,93.444,-36.1,4.964,4,0,1,0,1,0,0
45,1.4,93.444,-36.1,4.967,2,2,1,0,1,1,0
78,-3.4,92.649,-30.1,0.714,5,2,0,0,1,0,2
57,-0.1,93.2,-42.0,4.191,6,0,6,0,0,0,0
45,1.4,93.918,-42.7,4.962,10,1,6,0,0,0,0
36,1.4,94.465,-41.8,4.864,4,0,3,0,1,1,0
22,-0.1,93.2,-42.0,4.076,3,1,0,0,1,0,0
46,1.4,93.918,-42.7,4.962,3,0,1,1,0,0,0
31,1.4,93.918,-42.7,4.957,3,0,3,0,0,0,0
20,1.4,93.918,-42.7,4.96,11,1,1,0,1,0,0
32,1.4,93.918,-42.7,4.959,0,0,2,0,0,0,0
37,1.1,93.994,-36.4,4.857,1,2,1,0,1,1,0
52,1.1,93.994,-36.4,4.857,2,0,0,0,1,0,0
34,1.4,93.918,-42.7,4.962,4,1,6,0,0,0,0
29,-1.8,92.893,-46.2,1.27,6,0,6,0,1,0,1
39,-1.8,92.893,-46.2,1.344,3,0,3,0,0,0,0
25,1.4,93.918,-42.7,4.96,1,1,1,0,1,1,0
37,1.1,93.994,-36.4,4.856,2,0,1,1,1,1,0
43,-1.8,92.893,-46.2,1.281,3,0,0,0,1,0,1
47,1.4,93.918,-42.7,4.962,4,2,1,0,1,0,0
37,1.1,93.994,-36.4,4.855,4,1,6,0,1,0,0
43,1.4,93.918,-42.7,4.962,2,0,1,0,0,0,0
21,-1.1,94.199,-37.5,0.878,11,1,5,0,0,0,1
32,1.1,93.994,-36.4,4.855,3,0,1,1,1,0,0
30,-0.1,93.2,-42.0,4.076,2,1,6,0,1,0,0
28,-2.9,92.963,-40.8,1.266,11,1,1,0,1,0,0
33,1.4,93.444,-36.1,4.963,2,1,1,1,2,2,0
41,1.1,93.994,-36.4,4.86,3,1,3,0,0,0,0
50,1.4,93.918,-42.7,4.962,2,2,3,0,0,0,0
34,-1.8,92.893,-46.2,1.327,2,1,6,0,1,0,0
29,-1.7,94.055,-39.8,0.704,4,1,4,0,1,0,2
31,-0.1,93.2,-42.0,4.076,2,0,6,0,1,0,0
50,1.1,93.994,-36.4,4.864,2,0,2,0,0,0,0
27,1.4,94.465,-41.8,4.947,8,1,6,0,0,0,0
36,1.4,93.918,-42.7,4.968,3,0,2,1,1,0,0
32,1.4,93.918,-42.7,4.96,3,0,0,1,0,0,0
36,-1.8,93.876,-40.0,0.697,2,0,6,0,1,0,0
46,-1.8,92.893,-46.2,1.327,2,0,1,0,1,0,0
34,1.4,94.465,-41.8,4.866,6,0,6,0,0,0,0
56,-3.4,92.649,-30.1,0.72,2,2,1,0,0,0,0
30,-0.1,93.2,-42.0,4.076,4,1,6,0,0,0,0
67,-1.8,93.075,-47.1,1.415,5,0,4,0,0,0,0
34,1.4,94.465,-41.8,4.96,1,0,1,0,1,0,0
38,1.4,93.444,-36.1,4.967,4,0,4,0,0,1,0
35,1.4,93.444,-36.1,4.962,1,0,6,0,1,0,0
30,1.1,93.994,-36.4,4.857,2,0,6,1,1,0,0
32,-1.8,92.893,-46.2,1.281,1,1,1,0,0,0,0
65,-2.9,92.201,-31.4,0.859,5,0,0,0,1,0,1
33,1.1,93.994,-36.4,4.859,4,1,4,0,1,1,0
52,1.4,93.444,-36.1,4.966,3,0,3,0,0,0,0
31,1.4,93.918,-42.7,4.963,4,2,4,0,1,1,0
53,1.4,94.465,-41.8,4.864,6,0,2,1,1,0,0
24,-1.8,92.893,-46.2,1.266,10,1,6,0,0,0,0
41,1.1,93.994,-36.4,4.859,3,1,3,1,0,0,0
47,1.1,93.994,-36.4,4.857,10,0,1,0,0,0,0
38,-1.7,94.215,-40.3,0.782,2,0,1,0,0,0,2
33,-1.8,92.893,-46.2,1.25,1,0,1,0,1,0,0
33,1.1,93.994,-36.4,4.859,10,0,3,1,0,0,0
42,1.4,93.918,-42.7,4.96,3,0,0,0,1,0,0
43,-1.8,92.893,-46.2,1.281,2,0,1,0,0,0,0
53,1.4,94.465,-41.8,4.958,4,0,5,0,1,0,0
43,1.4,93.918,-42.7,4.963,2,2,1,0,0,0,0
46,1.4,93.918,-42.7,4.962,4,0,4,0,2,2,0
39,1.4,93.918,-42.7,4.961,2,2,1,0,1,0,0
39,-1.8,93.075,-47.1,1.405,6,1,6,0,1,0,0
46,-3.0,92.713,-33.0,0.715,2,1,6,0,1,1,0
45,1.4,93.444,-36.1,4.963,4,0,1,0,1,0,0
36,1.4,94.465,-41.8,4.967,10,0,6,1,2,2,0
35,1.4,94.465,-41.8,4.961,7,2,0,0,1,1,0
39,1.4,94.465,-41.8,4.947,3,0,2,1,1,0,0
36,1.4,93.918,-42.7,4.958,3,0,3,1,1,0,0
29,-2.9,92.963,-40.8,1.26,1,1,1,0,1,1,1
52,-0.1,93.2,-42.0,4.191,6,2,6,1,0,0,0
54,1.4,93.918,-42.7,4.968,1,0,2,0,1,0,0
23,-2.9,92.201,-31.4,0.861,4,0,4,0,1,0,2
28,1.4,93.918,-42.7,4.962,3,1,3,0,0,1,0
46,1.1,93.994,-36.4,4.856,3,0,0,1,1,0,0
34,-0.1,93.2,-42.0,4.076,6,0,6,0,0,0,1
29,-0.1,93.2,-42.0,4.076,2,0,1,0,0,0,0
39,1.1,93.994,-36.4,4.858,1,0,1,0,0,0,0
28,1.4,93.918,-42.7,4.962,2,1,6,1,1,1,0
35,1.4,93.444,-36.1,4.964,2,0,6,0,0,1,0
34,-1.8,92.893,-46.2,1.354,1,0,4,0,0,0,0
50,1.4,93.918,-42.7,4.962,6,0,4,0,0,0,0
58,1.4,93.918,-42.7,4.962,3,0,0,0,1,0,0
54,-0.1,93.2,-42.0,4.191,10,0,0,1,1,0,0
27,-1.8,92.893,-46.2,1.266,8,1,6,0,0,0,0
24,-1.8,93.876,-40.0,0.697,7,1,1,0,1,0,1
52,1.4,94.465,-41.8,4.864,4,0,1,1,1,0,0
45,1.4,93.918,-42.7,4.961,3,1,0,1,1,0,0
32,-1.8,93.876,-40.0,0.672,11,1,5,0,1,0,0
33,1.4,93.444,-36.1,4.967,4,0,1,0,1,1,0
31,1.1,93.994,-36.4,4.857,2,0,6,1,1,0,0
26,1.4,93.918,-42.7,4.962,4,0,6,0,1,0,0
32,-1.1,94.199,-37.5,0.882,2,0,1,0,2,2,2
32,1.1,93.994,-36.4,4.857,2,1,6,0,1,1,0
37,1.4,93.918,-42.7,4.968,7,1,6,0,1,0,0
48,1.4,93.444,-36.1,4.963,2,0,6,1,1,1,0
33,1.1,93.994,-36.4,4.864,2,0,5,0,2,2,0
50,-1.8,92.893,-46.2,1.334,3,0,0,0,1,0,1
49,-0.1,93.2,-42.0,4.076,2,0,3,0,1,0,0
58,1.4,93.444,-36.1,4.962,0,0,3,0,0,0,0
32,1.4,93.444,-36.1,4.966,2,1,6,1,0,0,0
30,1.4,93.444,-36.1,4.963,4,1,4,0,0,0,0
30,1.4,93.918,-42.7,4.962,4,0,4,0,1,1,0
48,1.4,94.465,-41.8,4.96,3,0,0,0,1,0,0
54,1.1,93.994,-36.4,4.857,3,0,0,1,0,0,0
54,1.1,93.994,-36.4,4.856,6,0,1,1,1,0,0
34,1.4,93.444,-36.1,4.962,4,0,6,0,2,2,0
34,1.4,93.444,-36.1,4.964,2,0,6,1,0,0,0
32,1.4,93.918,-42.7,4.962,2,1,6,0,0,0,0
55,-0.1,93.2,-42.0,4.191,2,1,6,1,0,0,0
32,-2.9,92.963,-40.8,1.266,2,0,6,0,1,0,1
48,-1.8,92.893,-46.2,1.25,3,0,3,0,0,0,0
39,-2.9,92.201,-31.4,0.884,4,0,4,0,1,0,2
24,-1.8,93.749,-34.6,0.645,3,1,1,0,0,0,0
38,-0.1,93.2,-42.0,4.153,10,0,0,0,1,0,0
71,-1.8,92.893,-46.2,1.259,0,0,5,0,1,0,1
47,1.1,93.994,-36.4,4.856,1,0,1,1,0,0,0
32,-1.8,92.893,-46.2,1.327,2,2,1,0,1,0,0
45,-3.4,92.379,-29.8,0.797,2,0,6,0,0,0,2
44,-1.8,92.893,-46.2,1.281,4,0,4,1,1,1,0
50,-3.4,92.431,-26.9,0.731,6,0,3,0,0,0,1
47,1.4,93.444,-36.1,4.963,2,0,6,0,0,0,0
32,-3.4,92.649,-30.1,0.716,2,1,1,0,0,0,0
55,-0.1,93.2,-42.0,4.021,2,1,6,1,1,0,0
45,1.4,93.444,-36.1,4.964,2,1,6,0,1,0,0
48,1.4,93.918,-42.7,4.961,3,0,3,0,1,0,0
35,1.1,93.994,-36.4,4.857,11,1,6,1,0,1,0
58,-1.8,92.893,-46.2,1.244,3,0,1,1,0,0,0
29,1.4,93.444,-36.1,4.965,4,0,6,0,0,0,0
39,1.1,93.994,-36.4,4.856,2,0,6,0,0,0,0
25,1.1,93.994,-36.4,4.857,2,0,1,0,1,1,0
39,-1.8,92.893,-46.2,1.327,6,1,6,1,0,0,0
48,-0.1,93.2,-42.0,4.021,7,2,4,0,1,0,0
61,-2.9,92.201,-31.4,0.849,5,0,0,0,1,0,2
32,1.4,93.918,-42.7,4.968,4,0,6,0,1,0,0
36,1.4,94.465,-41.8,4.864,10,0,2,1,0,0,0
31,1.1,93.994,-36.4,4.857,2,0,1,0,0,0,0
37,-0.1,93.2,-42.0,4.021,2,1,6,0,1,1,0
55,1.1,93.994,-36.4,4.857,3,0,3,1,1,0,0
44,-1.8,93.075,-47.1,1.435,6,2,6,0,1,0,0
31,1.1,93.994,-36.4,4.857,2,2,1,0,0,0,0
40,-0.1,93.2,-42.0,4.12,4,2,1,0,1,1,1
33,-1.8,93.369,-34.8,0.644,8,0,6,0,1,0,2
28,-1.7,94.027,-38.3,0.9,11,1,3,0,0,1,1
28,-1.8,92.893,-46.2,1.25,10,0,3,1,0,0,0
23,-1.8,92.893,-46.2,1.299,3,1,3,0,1,0,0
45,-2.9,92.469,-33.6,1.072,2,0,6,0,0,0,0
49,1.4,93.918,-42.7,4.96,2,2,1,0,0,0,0
41,1.4,93.444,-36.1,4.962,4,0,1,0,0,0,0
54,-1.8,93.075,-47.1,1.479,0,0,5,0,1,0,1
27,1.4,94.465,-41.8,4.96,3,1,3,0,1,0,0
34,1.4,94.465,-41.8,4.958,4,0,4,0,0,0,0
35,1.4,93.444,-36.1,4.966,6,0,6,0,1,0,0
40,1.1,93.994,-36.4,4.856,4,0,4,0,1,0,0
38,1.1,93.994,-36.4,4.857,0,0,2,1,1,0,0
21,1.4,94.465,-41.8,4.959,11,1,1,0,0,0,0
49,-2.9,92.963,-40.8,1.286,1,0,1,0,0,0,0
46,-1.8,92.893,-46.2,1.327,3,1,2,1,1,0,0
36,1.4,93.918,-42.7,4.96,4,0,5,1,1,0,0
47,1.4,93.444,-36.1,4.965,8,0,6,0,1,0,0
51,-0.1,93.2,-42.0,4.153,1,2,1,0,0,0,1
40,1.1,93.994,-36.4,4.859,2,2,4,0,0,0,0
42,1.4,93.444,-36.1,4.968,2,0,6,0,0,0,0
31,-2.9,92.201,-31.4,0.883,2,1,6,0,0,0,0
53,1.1,93.994,-36.4,4.857,10,0,6,1,0,1,0
92,-1.7,94.027,-38.3,0.903,5,0,5,0,0,1,2
52,1.4,93.444,-36.1,4.966,3,0,0,0,1,0,0
35,1.1,93.994,-36.4,4.857,2,1,2,0,1,0,0
33,1.4,93.918,-42.7,4.963,6,0,1,0,1,0,0
31,1.4,93.918,-42.7,4.957,2,0,6,0,1,0,0
47,-2.9,92.963,-40.8,1.281,2,1,6,0,1,0,0
37,1.4,93.918,-42.7,4.963,2,0,6,0,1,0,0
32,1.4,93.444,-36.1,4.965,2,2,6,0,1,0,0
58,-0.1,93.2,-42.0,4.12,5,0,3,0,1,0,0
37,1.4,93.918,-42.7,4.962,1,2,2,0,1,1,0
35,1.1,93.994,-36.4,4.86,4,0,6,1,0,0,0
56,-2.9,92.201,-31.4,0.854,0,2,0,0,0,0,0
34,1.4,94.465,-41.8,4.865,3,0,2,0,0,1,0
25,1.4,93.918,-42.7,4.961,6,1,6,0,0,0,0
60,1.4,93.444,-36.1,4.97,5,0,6,1,1,1,0
50,-1.1,94.767,-50.8,1.05,3,2,4,0,1,0,0
28,-2.9,92.963,-40.8,1.26,4,1,4,0,1,0,0
39,1.1,93.994,-36.4,4.857,3,0,2,1,0,0,0
24,-1.8,92.893,-46.2,1.25,3,1,3,0,0,0,1
37,-1.8,92.893,-46.2,1.327,3,0,0,0,1,0,1
28,1.1,93.994,-36.4,4.859,1,0,5,0,0,0,0
53,1.4,93.444,-36.1,4.966,10,0,3,1,1,0,0
40,-3.4,92.379,-29.8,0.813,7,0,6,0,1,1,0
27,-1.8,92.893,-46.2,1.281,3,1,3,0,1,0,1
27,1.1,93.994,-36.4,4.857,3,0,3,0,0,1,0
35,-1.8,93.749,-34.6,0.642,2,0,6,0,1,0,1
34,-1.8,92.893,-46.2,1.281,7,1,1,0,1,0,0
39,1.4,94.465,-41.8,4.961,2,0,4,0,2,2,0
34,1.4,94.465,-41.8,4.959,2,2,3,0,1,0,0
27,-1.8,92.893,-46.2,1.334,4,1,6,0,1,1,0
49,1.1,93.994,-36.4,4.857,3,0,3,0,0,0,0
37,1.4,93.918,-42.7,4.957,4,1,6,1,1,0,0
30,-2.9,92.963,-40.8,1.26,2,0,4,0,1,0,0
30,1.4,94.465,-41.8,4.961,4,1,6,0,0,0,0
59,-1.7,94.027,-38.3,0.905,5,0,4,0,1,0,2
42,1.4,93.444,-36.1,4.963,4,0,4,1,1,0,0
33,1.4,93.918,-42.7,4.958,4,2,6,0,1,1,0
40,-0.1,93.2,-42.0,4.076,8,0,6,1,1,1,0
37,1.1,93.994,-36.4,4.858,4,1,6,0,0,0,0
37,-0.1,93.2,-42.0,4.12,3,0,3,0,1,0,0
32,1.1,93.994,-36.4,4.857,3,0,2,0,1,0,0
44,-2.9,92.201,-31.4,0.879,2,0,6,0,1,0,0
43,1.4,93.444,-36.1,4.965,6,0,6,0,0,0,0
41,1.4,93.444,-36.1,4.97,9,0,5,0,1,0,0
34,1.4,93.444,-36.1,4.965,10,0,5,0,1,0,0
31,1.4,93.444,-36.1,4.965,4,1,1,1,0,0,0
20,-1.8,93.075,-47.1,1.365,11,1,0,0,1,0,0
48,-2.9,92.201,-31.4,0.879,10,2,1,0,0,0,0
42,1.4,93.918,-42.7,4.963,2,0,6,0,0,0,0
50,-1.8,93.075,-47.1,1.405,2,2,3,0,1,1,0
33,1.1,93.994,-36.4,4.86,6,0,6,0,1,0,0
45,-1.8,93.075,-47.1,1.405,3,0,3,0,0,0,1
22,1.1,93.994,-36.4,4.858,1,1,1,0,1,0,0
40,-1.8,93.075,-47.1,1.405,4,1,4,0,1,1,0
20,-2.9,92.963,-40.8,1.26,11,1,1,0,1,1,1
48,-0.1,93.2,-42.0,4.191,10,0,6,1,1,0,0
32,1.4,93.444,-36.1,4.963,2,2,6,0,1,0,0
56,1.4,93.918,-42.7,4.962,3,0,3,0,1,0,0
37,-0.1,93.2,-42.0,4.153,2,1,6,0,1,0,0
33,1.1,93.994,-36.4,4.858,3,0,4,0,1,0,0
36,1.1,93.994,-36.4,4.857,3,0,2,1,0,0,0
37,-1.7,94.215,-40.3,0.79,2,1,6,0,1,0,2
26,1.4,93.918,-42.7,4.963,4,0,4,0,0,0,0
38,1.1,93.994,-36.4,4.858,3,0,2,0,1,0,0
31,-2.9,92.963,-40.8,1.26,1,0,1,0,0,0,0
29,1.4,94.465,-41.8,4.961,3,1,3,0,0,0,0
32,1.4,93.918,-42.7,4.958,8,1,6,0,1,0,0
32,1.4,93.918,-42.7,4.963,4,0,5,0,1,0,0
53,-1.8,93.075,-47.1,1.405,2,0,6,0,1,0,0
25,-3.4,92.649,-30.1,0.715,2,1,6,0,0,1,2
53,-2.9,92.201,-31.4,0.883,4,0,4,0,1,0,1
28,1.4,94.465,-41.8,4.864,2,0,1,0,0,0,0
28,-1.7,94.027,-38.3,0.89,11,1,6,0,1,0,0
37,1.4,93.918,-42.7,4.962,4,0,2,1,0,0,0
32,1.1,93.994,-36.4,4.86,0,0,0,0,0,0,0
40,1.4,93.444,-36.1,4.963,8,0,6,0,0,0,0
34,1.1,93.994,-36.4,4.864,0,1,6,0,0,0,0
46,1.4,93.444,-36.1,4.968,2,0,3,0,0,0,0
48,1.4,93.444,-36.1,4.964,4,0,6,0,0,0,0
36,1.4,94.465,-41.8,4.961,3,0,3,0,2,2,0
34,1.4,94.465,-41.8,4.967,1,0,1,0,1,1,0
47,-1.8,92.893,-46.2,1.266,1,0,2,0,1,0,1
34,1.1,93.994,-36.4,4.856,1,0,1,0,1,0,0
32,1.4,93.918,-42.7,4.962,3,0,0,1,0,1,0
35,1.1,93.994,-36.4,4.864,3,0,2,0,1,0,0
32,-0.1,93.2,-42.0,4.153,4,2,4,0,1,0,1
34,1.4,93.918,-42.7,4.968,4,0,6,0,0,1,0
29,-1.8,92.893,-46.2,1.266,8,0,6,0,0,0,0
43,-1.8,92.893,-46.2,1.299,1,2,4,0,0,0,1
48,-1.8,92.893,-46.2,1.25,3,0,3,0,0,0,0
57,-1.8,93.075,-47.1,1.405,10,1,6,0,1,1,1
57,1.4,93.918,-42.7,4.961,0,2,2,0,1,0,0
46,1.4,93.918,-42.7,4.962,6,0,3,1,1,1,0
40,-1.8,93.075,-47.1,1.405,3,0,2,1,2,2,0
36,1.4,93.918,-42.7,4.963,3,0,3,1,1,0,0
40,-0.1,93.2,-42.0,4.076,3,1,3,0,1,1,0
29,1.4,93.444,-36.1,4.965,4,0,6,0,0,1,0
59,-3.4,92.379,-29.8,0.797,2,0,5,0,0,1,1
42,-2.9,92.201,-31.4,0.884,4,1,5,0,1,0,1
30,1.4,93.444,-36.1,4.962,2,1,6,0,0,0,0
43,1.4,94.465,-41.8,4.959,10,0,6,1,0,0,0
49,1.4,93.918,-42.7,4.968,4,0,4,1,1,0,0
34,-1.8,93.075,-47.1,1.406,9,0,0,0,1,1,0
33,-2.9,92.963,-40.8,1.26,3,0,4,0,2,2,0
47,-1.8,92.893,-46.2,1.334,3,0,3,1,0,0,0
36,-1.8,92.843,-50.0,1.538,6,0,6,0,1,1,0
35,1.4,94.465,-41.8,4.864,1,0,1,1,0,0,0
37,1.4,94.465,-41.8,4.961,4,0,1,0,1,0,0
31,-1.1,94.601,-49.5,0.972,4,1,4,0,1,0,0
42,1.4,94.465,-41.8,4.866,2,0,6,1,1,0,0
39,1.4,94.465,-41.8,4.958,2,0,6,0,1,0,0
52,-1.8,92.893,-46.2,1.299,1,0,1,1,1,0,0
46,-0.1,93.2,-42.0,4.076,4,0,4,0,0,0,0
52,-0.1,93.2,-42.0,4.076,0,0,3,0,1,0,0
34,-1.8,92.893,-46.2,1.327,7,1,6,0,1,0,0
32,1.4,93.444,-36.1,4.966,2,1,6,0,0,0,0
48,1.1,93.994,-36.4,4.86,2,2,1,0,0,0,0
27,1.4,94.465,-41.8,4.866,2,1,6,0,0,1,0
28,1.1,93.994,-36.4,4.858,7,1,1,0,1,1,0
33,1.1,93.994,-36.4,4.856,2,2,1,0,0,0,0
29,1.4,93.918,-42.7,4.96,4,0,1,0,0,0,0
25,1.4,93.918,-42.7,4.962,3,1,3,0,0,1,0
55,1.4,93.444,-36.1,4.965,6,0,6,0,1,0,0
58,1.4,93.444,-36.1,4.965,2,2,6,1,0,0,0
51,1.4,93.918,-42.7,4.963,7,0,4,1,1,1,0
59,-1.8,92.893,-46.2,1.281,5,2,4,0,0,0,0
26,-1.7,94.027,-38.3,0.904,2,1,6,0,0,0,1
40,1.1,93.994,-36.4,4.857,10,0,1,0,0,1,0
41,1.1,93.994,-36.4,4.857,6,0,6,0,0,0,0
40,1.4,93.444,-36.1,4.964,4,1,4,0,1,0,0
54,-1.8,92.893,-46.2,1.327,4,1,6,0,1,0,1
40,1.4,93.918,-42.7,4.96,4,0,3,1,0,0,0
52,-2.9,92.963,-40.8,1.268,3,1,3,0,0,0,2
78,-1.8,93.369,-34.8,0.636,5,0,0,0,1,0,0
30,-3.0,92.713,-33.0,0.706,11,1,6,0,1,0,0
42,1.4,93.918,-42.7,4.962,3,0,3,1,1,0,0
59,-2.9,92.201,-31.4,0.884,2,0,1,0,1,0,2
39,-1.8,92.893,-46.2,1.25,2,0,6,0,1,0,0
43,-3.4,92.649,-30.1,0.715,2,0,6,0,1,0,0
43,1.4,94.465,-41.8,4.961,2,0,6,0,0,0,0
38,-1.8,92.893,-46.2,1.299,10,1,6,0,1,0,0
27,1.4,94.465,-41.8,4.967,8,1,6,0,0,1,0
53,-1.8,92.893,-46.2,1.291,4,0,4,0,0,0,1
44,1.4,93.918,-42.7,4.96,2,1,3,0,1,0,0
39,1.4,93.918,-42.7,4.96,2,0,6,0,0,0,0
30,-0.1,93.2,-42.0,4.021,2,1,1,0,0,1,1
36,1.4,93.918,-42.7,4.963,3,2,3,0,0,0,0
42,-0.1,93.2,-42.0,4.153,8,1,0,0,1,0,1
60,1.1,93.994,-36.4,4.857,5,2,0,1,0,0,0
50,1.4,93.918,-42.7,4.962,9,0,5,1,0,0,0
35,1.4,94.465,-41.8,4.958,4,2,4,0,1,0,0
30,1.1,93.994,-36.4,4.864,3,0,5,0,0,0,0
